{20} -> {17} (conf: 0.921, supp: 0.275, lift: 2.972, conv: 8.698)
{23} -> {18} (conf: 0.918, supp: 0.269, lift: 3.093, conv: 8.555)
{18} -> {23} (conf: 0.906, supp: 0.269, lift: 3.093, conv: 7.548)
{24} -> {18} (conf: 0.925, supp: 0.269, lift: 3.117, conv: 9.378)
{18} -> {24} (conf: 0.906, supp: 0.269, lift: 3.117, conv: 7.519)
{27} -> {18} (conf: 0.905, supp: 0.255, lift: 3.050, conv: 7.411)
{27} -> {21} (conf: 0.911, supp: 0.257, lift: 3.191, conv: 8.064)
{21} -> {27} (conf: 0.901, supp: 0.257, lift: 3.191, conv: 7.238)
{27} -> {24} (conf: 0.916, supp: 0.258, lift: 3.151, conv: 8.411)
{27} -> {25} (conf: 0.909, supp: 0.257, lift: 3.174, conv: 7.860)
{52} -> {49} (conf: 0.923, supp: 0.166, lift: 5.075, conv: 10.580)
{49} -> {52} (conf: 0.914, supp: 0.166, lift: 5.075, conv: 9.525)
{56} -> {52} (conf: 0.914, supp: 0.161, lift: 5.075, conv: 9.525)
{1, 12, 17} -> {20} (conf: 0.925, supp: 0.101, lift: 3.099, conv: 9.403)
{1, 18, 20} -> {17} (conf: 0.966, supp: 0.114, lift: 3.120, conv: 20.561)
{1, 17, 18} -> {20} (conf: 0.910, supp: 0.114, lift: 3.047, conv: 7.788)
{1, 17, 21} -> {18} (conf: 0.917, supp: 0.113, lift: 3.089, conv: 8.436)
{1, 17, 18} -> {21} (conf: 0.900, supp: 0.113, lift: 3.152, conv: 7.151)
{1, 17, 23} -> {18} (conf: 0.936, supp: 0.116, lift: 3.154, conv: 11.005)
{1, 17, 18} -> {23} (conf: 0.926, supp: 0.116, lift: 3.160, conv: 9.559)
{1, 17, 24} -> {18} (conf: 0.941, supp: 0.117, lift: 3.171, conv: 11.959)
{1, 17, 18} -> {24} (conf: 0.928, supp: 0.117, lift: 3.195, conv: 9.892)
{1, 17, 27} -> {18} (conf: 0.922, supp: 0.113, lift: 3.107, conv: 9.040)
{1, 20, 21} -> {17} (conf: 0.967, supp: 0.112, lift: 3.121, conv: 20.741)
{1, 17, 21} -> {20} (conf: 0.909, supp: 0.112, lift: 3.043, conv: 7.673)
{1, 20, 23} -> {17} (conf: 0.968, supp: 0.113, lift: 3.124, conv: 21.445)
{1, 17, 23} -> {20} (conf: 0.911, supp: 0.113, lift: 3.051, conv: 7.874)
{1, 20, 24} -> {17} (conf: 0.967, supp: 0.112, lift: 3.121, conv: 20.821)
{1, 17, 24} -> {20} (conf: 0.908, supp: 0.112, lift: 3.042, conv: 7.644)
{1, 20, 25} -> {17} (conf: 0.965, supp: 0.112, lift: 3.117, conv: 19.975)
{1, 17, 25} -> {20} (conf: 0.906, supp: 0.112, lift: 3.035, conv: 7.475)
{1, 20, 27} -> {17} (conf: 0.968, supp: 0.111, lift: 3.125, conv: 21.503)
{1, 17, 27} -> {20} (conf: 0.908, supp: 0.111, lift: 3.040, conv: 7.611)
{1, 17, 21} -> {23} (conf: 0.906, supp: 0.112, lift: 3.092, conv: 7.534)
{1, 17, 24} -> {21} (conf: 0.923, supp: 0.114, lift: 3.231, conv: 9.266)
{1, 17, 21} -> {24} (conf: 0.927, supp: 0.114, lift: 3.190, conv: 9.714)
{1, 17, 25} -> {21} (conf: 0.901, supp: 0.112, lift: 3.155, conv: 7.219)
{1, 17, 21} -> {25} (conf: 0.907, supp: 0.112, lift: 3.166, conv: 7.666)
{1, 17, 27} -> {21} (conf: 0.939, supp: 0.115, lift: 3.286, conv: 11.628)
{1, 17, 21} -> {27} (conf: 0.932, supp: 0.115, lift: 3.303, conv: 10.622)
{1, 17, 24} -> {23} (conf: 0.916, supp: 0.113, lift: 3.125, conv: 8.396)
{1, 17, 23} -> {24} (conf: 0.913, supp: 0.113, lift: 3.142, conv: 8.158)
{1, 17, 27} -> {23} (conf: 0.906, supp: 0.111, lift: 3.090, conv: 7.497)
{1, 17, 25} -> {24} (conf: 0.903, supp: 0.112, lift: 3.106, conv: 7.280)
{1, 17, 24} -> {25} (conf: 0.904, supp: 0.112, lift: 3.157, conv: 7.468)
{1, 17, 27} -> {24} (conf: 0.932, supp: 0.114, lift: 3.207, conv: 10.385)
{1, 17, 24} -> {27} (conf: 0.922, supp: 0.114, lift: 3.265, conv: 9.148)
{1, 17, 27} -> {25} (conf: 0.934, supp: 0.114, lift: 3.260, conv: 10.807)
{1, 17, 25} -> {27} (conf: 0.922, supp: 0.114, lift: 3.266, conv: 9.185)
{1, 20, 21} -> {18} (conf: 0.921, supp: 0.107, lift: 3.104, conv: 8.938)
{1, 18, 20} -> {21} (conf: 0.903, supp: 0.107, lift: 3.162, conv: 7.372)
{1, 20, 23} -> {18} (conf: 0.936, supp: 0.109, lift: 3.155, conv: 11.062)
{1, 18, 20} -> {23} (conf: 0.926, supp: 0.109, lift: 3.160, conv: 9.560)
{1, 20, 24} -> {18} (conf: 0.945, supp: 0.110, lift: 3.184, conv: 12.740)
{1, 18, 20} -> {24} (conf: 0.930, supp: 0.110, lift: 3.200, conv: 10.090)
{1, 20, 25} -> {18} (conf: 0.902, supp: 0.105, lift: 3.039, conv: 7.173)
{1, 20, 27} -> {18} (conf: 0.927, supp: 0.106, lift: 3.123, conv: 9.590)
{1, 18, 20} -> {27} (conf: 0.901, supp: 0.106, lift: 3.190, conv: 7.217)
{1, 21, 23} -> {18} (conf: 0.966, supp: 0.133, lift: 3.254, conv: 20.559)
{1, 18, 23} -> {21} (conf: 0.918, supp: 0.133, lift: 3.216, conv: 8.751)
{1, 18, 21} -> {23} (conf: 0.951, supp: 0.133, lift: 3.245, conv: 14.396)
{1, 21, 24} -> {18} (conf: 0.954, supp: 0.134, lift: 3.216, conv: 15.438)
{1, 18, 24} -> {21} (conf: 0.924, supp: 0.134, lift: 3.236, conv: 9.406)
{1, 18, 21} -> {24} (conf: 0.961, supp: 0.134, lift: 3.309, conv: 18.423)
{1, 21, 25} -> {18} (conf: 0.942, supp: 0.130, lift: 3.175, conv: 12.185)
{1, 18, 25} -> {21} (conf: 0.938, supp: 0.130, lift: 3.285, conv: 11.538)
{1, 18, 21} -> {25} (conf: 0.931, supp: 0.130, lift: 3.250, conv: 10.346)
{1, 21, 27} -> {18} (conf: 0.942, supp: 0.133, lift: 3.173, conv: 12.064)
{1, 18, 27} -> {21} (conf: 0.950, supp: 0.133, lift: 3.326, conv: 14.220)
{1, 18, 21} -> {27} (conf: 0.954, supp: 0.133, lift: 3.379, conv: 15.505)
{1, 23, 24} -> {18} (conf: 0.971, supp: 0.136, lift: 3.273, conv: 24.593)
{1, 18, 24} -> {23} (conf: 0.937, supp: 0.136, lift: 3.199, conv: 11.304)
{1, 18, 23} -> {24} (conf: 0.942, supp: 0.136, lift: 3.242, conv: 12.248)
{1, 23, 25} -> {18} (conf: 0.969, supp: 0.130, lift: 3.264, conv: 22.535)
{1, 18, 25} -> {23} (conf: 0.936, supp: 0.130, lift: 3.194, conv: 11.032)
{1, 23, 27} -> {18} (conf: 0.969, supp: 0.132, lift: 3.265, conv: 22.584)
{1, 18, 27} -> {23} (conf: 0.944, supp: 0.132, lift: 3.220, conv: 12.567)
{1, 18, 23} -> {27} (conf: 0.915, supp: 0.132, lift: 3.242, conv: 8.469)
{1, 24, 25} -> {18} (conf: 0.956, supp: 0.132, lift: 3.220, conv: 15.832)
{1, 18, 25} -> {24} (conf: 0.957, supp: 0.132, lift: 3.293, conv: 16.451)
{1, 18, 24} -> {25} (conf: 0.913, supp: 0.132, lift: 3.186, conv: 8.174)
{1, 24, 27} -> {18} (conf: 0.956, supp: 0.135, lift: 3.222, conv: 16.061)
{1, 18, 27} -> {24} (conf: 0.963, supp: 0.135, lift: 3.314, conv: 19.168)
{1, 18, 24} -> {27} (conf: 0.929, supp: 0.135, lift: 3.292, conv: 10.157)
{1, 25, 27} -> {18} (conf: 0.938, supp: 0.133, lift: 3.162, conv: 11.418)
{1, 18, 27} -> {25} (conf: 0.947, supp: 0.133, lift: 3.305, conv: 13.384)
{1, 18, 25} -> {27} (conf: 0.958, supp: 0.133, lift: 3.393, conv: 17.016)
{1, 20, 23} -> {21} (conf: 0.901, supp: 0.105, lift: 3.153, conv: 7.184)
{1, 20, 21} -> {23} (conf: 0.909, supp: 0.105, lift: 3.100, conv: 7.731)
{1, 20, 24} -> {21} (conf: 0.924, supp: 0.107, lift: 3.235, conv: 9.405)
{1, 20, 21} -> {24} (conf: 0.928, supp: 0.107, lift: 3.193, conv: 9.802)
{1, 20, 25} -> {21} (conf: 0.905, supp: 0.105, lift: 3.170, conv: 7.547)
{1, 20, 21} -> {25} (conf: 0.910, supp: 0.105, lift: 3.177, conv: 7.930)
{1, 20, 27} -> {21} (conf: 0.941, supp: 0.108, lift: 3.294, conv: 12.078)
{1, 20, 21} -> {27} (conf: 0.933, supp: 0.108, lift: 3.304, conv: 10.679)
{1, 20, 24} -> {23} (conf: 0.917, supp: 0.107, lift: 3.131, conv: 8.563)
{1, 20, 23} -> {24} (conf: 0.913, supp: 0.107, lift: 3.142, conv: 8.144)
{1, 20, 27} -> {23} (conf: 0.908, supp: 0.104, lift: 3.100, conv: 7.720)
{1, 20, 25} -> {24} (conf: 0.903, supp: 0.105, lift: 3.108, conv: 7.320)
{1, 20, 24} -> {25} (conf: 0.904, supp: 0.105, lift: 3.157, conv: 7.452)
{1, 20, 27} -> {24} (conf: 0.932, supp: 0.107, lift: 3.208, conv: 10.466)
{1, 20, 24} -> {27} (conf: 0.921, supp: 0.107, lift: 3.261, conv: 9.046)
{1, 20, 27} -> {25} (conf: 0.934, supp: 0.107, lift: 3.260, conv: 10.786)
{1, 20, 25} -> {27} (conf: 0.921, supp: 0.107, lift: 3.263, conv: 9.095)
{1, 23, 24} -> {21} (conf: 0.938, supp: 0.131, lift: 3.283, conv: 11.449)
{1, 21, 24} -> {23} (conf: 0.935, supp: 0.131, lift: 3.189, conv: 10.810)
{1, 21, 23} -> {24} (conf: 0.956, supp: 0.131, lift: 3.291, conv: 16.218)
{1, 23, 25} -> {21} (conf: 0.952, supp: 0.127, lift: 3.335, conv: 15.015)
{1, 21, 25} -> {23} (conf: 0.924, supp: 0.127, lift: 3.154, conv: 9.330)
{1, 21, 23} -> {25} (conf: 0.928, supp: 0.127, lift: 3.238, conv: 9.842)
{1, 23, 27} -> {21} (conf: 0.960, supp: 0.131, lift: 3.363, conv: 18.021)
{1, 21, 27} -> {23} (conf: 0.928, supp: 0.131, lift: 3.165, conv: 9.755)
{1, 21, 23} -> {27} (conf: 0.954, supp: 0.131, lift: 3.380, conv: 15.628)
{1, 24, 25} -> {21} (conf: 0.943, supp: 0.131, lift: 3.303, conv: 12.629)
{1, 21, 25} -> {24} (conf: 0.949, supp: 0.131, lift: 3.266, conv: 13.895)
{1, 21, 24} -> {25} (conf: 0.931, supp: 0.131, lift: 3.249, conv: 10.302)
{1, 24, 27} -> {21} (conf: 0.952, supp: 0.134, lift: 3.332, conv: 14.792)
{1, 21, 27} -> {24} (conf: 0.950, supp: 0.134, lift: 3.271, conv: 14.280)
{1, 21, 24} -> {27} (conf: 0.955, supp: 0.134, lift: 3.384, conv: 16.085)
{1, 25, 27} -> {21} (conf: 0.941, supp: 0.133, lift: 3.294, conv: 12.067)
{1, 21, 27} -> {25} (conf: 0.941, supp: 0.133, lift: 3.285, conv: 12.103)
{1, 21, 25} -> {27} (conf: 0.965, supp: 0.133, lift: 3.417, conv: 20.250)
{1, 24, 25} -> {23} (conf: 0.926, supp: 0.128, lift: 3.158, conv: 9.503)
{1, 23, 25} -> {24} (conf: 0.959, supp: 0.128, lift: 3.302, conv: 17.482)
{1, 23, 24} -> {25} (conf: 0.916, supp: 0.128, lift: 3.198, conv: 8.503)
{1, 24, 27} -> {23} (conf: 0.930, supp: 0.131, lift: 3.174, conv: 10.110)
{1, 23, 27} -> {24} (conf: 0.962, supp: 0.131, lift: 3.309, conv: 18.471)
{1, 23, 24} -> {27} (conf: 0.937, supp: 0.131, lift: 3.318, conv: 11.332)
{1, 25, 27} -> {23} (conf: 0.913, supp: 0.129, lift: 3.115, conv: 8.111)
{1, 23, 27} -> {25} (conf: 0.945, supp: 0.129, lift: 3.300, conv: 13.070)
{1, 23, 25} -> {27} (conf: 0.964, supp: 0.129, lift: 3.417, conv: 20.192)
{1, 25, 27} -> {24} (conf: 0.944, supp: 0.133, lift: 3.248, conv: 12.633)
{1, 24, 27} -> {25} (conf: 0.945, supp: 0.133, lift: 3.301, conv: 13.085)
{1, 24, 25} -> {27} (conf: 0.962, supp: 0.133, lift: 3.408, conv: 18.919)
{3, 18, 21} -> {2} (conf: 0.919, supp: 0.106, lift: 2.246, conv: 7.253)
{2, 3, 21} -> {18} (conf: 0.923, supp: 0.106, lift: 3.111, conv: 9.151)
{2, 3, 18} -> {21} (conf: 0.902, supp: 0.106, lift: 3.160, conv: 7.322)
{3, 18, 23} -> {2} (conf: 0.924, supp: 0.109, lift: 2.259, conv: 7.755)
{2, 3, 23} -> {18} (conf: 0.951, supp: 0.109, lift: 3.204, conv: 14.341)
{2, 3, 18} -> {23} (conf: 0.926, supp: 0.109, lift: 3.160, conv: 9.552)
{3, 18, 24} -> {2} (conf: 0.919, supp: 0.110, lift: 2.248, conv: 7.329)
{2, 3, 24} -> {18} (conf: 0.952, supp: 0.110, lift: 3.207, conv: 14.558)
{2, 3, 18} -> {24} (conf: 0.934, supp: 0.110, lift: 3.216, conv: 10.819)
{3, 18, 25} -> {2} (conf: 0.923, supp: 0.106, lift: 2.257, conv: 7.663)
{2, 3, 25} -> {18} (conf: 0.925, supp: 0.106, lift: 3.116, conv: 9.337)
{2, 3, 18} -> {25} (conf: 0.903, supp: 0.106, lift: 3.151, conv: 7.337)
{3, 18, 27} -> {2} (conf: 0.921, supp: 0.107, lift: 2.252, conv: 7.466)
{2, 3, 27} -> {18} (conf: 0.942, supp: 0.107, lift: 3.173, conv: 12.058)
{2, 3, 18} -> {27} (conf: 0.907, supp: 0.107, lift: 3.214, conv: 7.735)
{3, 21, 23} -> {2} (conf: 0.921, supp: 0.104, lift: 2.252, conv: 7.468)
{2, 3, 23} -> {21} (conf: 0.907, supp: 0.104, lift: 3.176, conv: 7.695)
{2, 3, 21} -> {23} (conf: 0.904, supp: 0.104, lift: 3.083, conv: 7.334)
{3, 21, 24} -> {2} (conf: 0.917, supp: 0.106, lift: 2.242, conv: 7.124)
{2, 3, 24} -> {21} (conf: 0.919, supp: 0.106, lift: 3.219, conv: 8.850)
{2, 3, 21} -> {24} (conf: 0.923, supp: 0.106, lift: 3.178, conv: 9.251)
{3, 21, 25} -> {2} (conf: 0.917, supp: 0.105, lift: 2.241, conv: 7.088)
{2, 3, 25} -> {21} (conf: 0.910, supp: 0.105, lift: 3.187, conv: 7.968)
{2, 3, 21} -> {25} (conf: 0.909, supp: 0.105, lift: 3.174, conv: 7.854)
{3, 21, 27} -> {2} (conf: 0.912, supp: 0.106, lift: 2.229, conv: 6.690)
{2, 3, 27} -> {21} (conf: 0.938, supp: 0.106, lift: 3.283, conv: 11.470)
{2, 3, 21} -> {27} (conf: 0.924, supp: 0.106, lift: 3.274, conv: 9.460)
{3, 23, 24} -> {2} (conf: 0.923, supp: 0.106, lift: 2.257, conv: 7.692)
{2, 3, 24} -> {23} (conf: 0.917, supp: 0.106, lift: 3.130, conv: 8.551)
{2, 3, 23} -> {24} (conf: 0.925, supp: 0.106, lift: 3.183, conv: 9.456)
{3, 23, 25} -> {2} (conf: 0.928, supp: 0.103, lift: 2.269, conv: 8.201)
{3, 23, 27} -> {2} (conf: 0.924, supp: 0.104, lift: 2.258, conv: 7.737)
{2, 3, 27} -> {23} (conf: 0.917, supp: 0.104, lift: 3.129, conv: 8.507)
{2, 3, 23} -> {27} (conf: 0.907, supp: 0.104, lift: 3.214, conv: 7.731)
{3, 24, 25} -> {2} (conf: 0.921, supp: 0.106, lift: 2.253, conv: 7.521)
{2, 3, 25} -> {24} (conf: 0.921, supp: 0.106, lift: 3.171, conv: 9.028)
{2, 3, 24} -> {25} (conf: 0.916, supp: 0.106, lift: 3.198, conv: 8.514)
{3, 24, 27} -> {2} (conf: 0.917, supp: 0.107, lift: 2.241, conv: 7.090)
{2, 3, 27} -> {24} (conf: 0.943, supp: 0.107, lift: 3.245, conv: 12.411)
{2, 3, 24} -> {27} (conf: 0.925, supp: 0.107, lift: 3.277, conv: 9.584)
{3, 25, 27} -> {2} (conf: 0.912, supp: 0.107, lift: 2.230, conv: 6.706)
{2, 3, 27} -> {25} (conf: 0.940, supp: 0.107, lift: 3.282, conv: 11.931)
{2, 3, 25} -> {27} (conf: 0.928, supp: 0.107, lift: 3.287, conv: 9.938)
{4, 18, 21} -> {2} (conf: 0.906, supp: 0.102, lift: 2.215, conv: 6.294)
{2, 4, 21} -> {18} (conf: 0.937, supp: 0.102, lift: 3.158, conv: 11.209)
{4, 18, 23} -> {2} (conf: 0.906, supp: 0.107, lift: 2.214, conv: 6.261)
{2, 4, 23} -> {18} (conf: 0.951, supp: 0.107, lift: 3.204, conv: 14.335)
{2, 4, 18} -> {23} (conf: 0.925, supp: 0.107, lift: 3.156, conv: 9.427)
{4, 18, 24} -> {2} (conf: 0.903, supp: 0.107, lift: 2.207, conv: 6.080)
{2, 4, 24} -> {18} (conf: 0.953, supp: 0.107, lift: 3.212, conv: 15.049)
{2, 4, 18} -> {24} (conf: 0.927, supp: 0.107, lift: 3.191, conv: 9.735)
{4, 18, 25} -> {2} (conf: 0.903, supp: 0.100, lift: 2.209, conv: 6.124)
{2, 4, 25} -> {18} (conf: 0.925, supp: 0.100, lift: 3.118, conv: 9.426)
{4, 18, 27} -> {2} (conf: 0.904, supp: 0.101, lift: 2.211, conv: 6.161)
{2, 4, 27} -> {18} (conf: 0.948, supp: 0.101, lift: 3.193, conv: 13.406)
{4, 21, 24} -> {2} (conf: 0.902, supp: 0.102, lift: 2.205, conv: 6.013)
{2, 4, 24} -> {21} (conf: 0.906, supp: 0.102, lift: 3.174, conv: 7.630)
{2, 4, 21} -> {24} (conf: 0.939, supp: 0.102, lift: 3.231, conv: 11.563)
{2, 4, 27} -> {21} (conf: 0.938, supp: 0.100, lift: 3.284, conv: 11.509)
{2, 4, 21} -> {27} (conf: 0.927, supp: 0.100, lift: 3.284, conv: 9.841)
{4, 23, 24} -> {2} (conf: 0.906, supp: 0.103, lift: 2.214, conv: 6.266)
{2, 4, 24} -> {23} (conf: 0.918, supp: 0.103, lift: 3.133, conv: 8.645)
{2, 4, 23} -> {24} (conf: 0.918, supp: 0.103, lift: 3.160, conv: 8.659)
{2, 4, 27} -> {24} (conf: 0.952, supp: 0.102, lift: 3.277, conv: 14.808)
{2, 4, 24} -> {27} (conf: 0.909, supp: 0.102, lift: 3.219, conv: 7.862)
{2, 4, 27} -> {25} (conf: 0.934, supp: 0.100, lift: 3.261, conv: 10.853)
{2, 4, 25} -> {27} (conf: 0.925, supp: 0.100, lift: 3.276, conv: 9.554)
{7, 18, 23} -> {2} (conf: 0.906, supp: 0.102, lift: 2.216, conv: 6.321)
{2, 7, 23} -> {18} (conf: 0.953, supp: 0.102, lift: 3.212, conv: 15.051)
{2, 7, 18} -> {23} (conf: 0.930, supp: 0.102, lift: 3.172, conv: 10.044)
{7, 18, 24} -> {2} (conf: 0.906, supp: 0.102, lift: 2.215, conv: 6.281)
{2, 7, 24} -> {18} (conf: 0.952, supp: 0.102, lift: 3.207, conv: 14.535)
{2, 7, 18} -> {24} (conf: 0.930, supp: 0.102, lift: 3.199, conv: 10.080)
{2, 18, 20} -> {17} (conf: 0.954, supp: 0.108, lift: 3.081, conv: 15.160)
{2, 17, 18} -> {20} (conf: 0.908, supp: 0.108, lift: 3.039, conv: 7.590)
{2, 17, 21} -> {18} (conf: 0.939, supp: 0.108, lift: 3.166, conv: 11.616)
{2, 17, 18} -> {21} (conf: 0.906, supp: 0.108, lift: 3.173, conv: 7.627)
{2, 17, 23} -> {18} (conf: 0.950, supp: 0.112, lift: 3.202, conv: 14.152)
{2, 17, 18} -> {23} (conf: 0.939, supp: 0.112, lift: 3.205, conv: 11.664)
{2, 17, 24} -> {18} (conf: 0.956, supp: 0.112, lift: 3.221, conv: 15.942)
{2, 17, 18} -> {24} (conf: 0.938, supp: 0.112, lift: 3.229, conv: 11.467)
{2, 17, 25} -> {18} (conf: 0.932, supp: 0.107, lift: 3.142, conv: 10.398)
{2, 17, 18} -> {25} (conf: 0.901, supp: 0.107, lift: 3.144, conv: 7.183)
{2, 17, 27} -> {18} (conf: 0.947, supp: 0.108, lift: 3.190, conv: 13.186)
{2, 17, 18} -> {27} (conf: 0.908, supp: 0.108, lift: 3.217, conv: 7.820)
{2, 20, 21} -> {17} (conf: 0.958, supp: 0.104, lift: 3.092, conv: 16.346)
{2, 17, 21} -> {20} (conf: 0.907, supp: 0.104, lift: 3.037, conv: 7.527)
{2, 20, 23} -> {17} (conf: 0.957, supp: 0.107, lift: 3.090, conv: 16.114)
{2, 17, 23} -> {20} (conf: 0.907, supp: 0.107, lift: 3.039, conv: 7.580)
{2, 20, 24} -> {17} (conf: 0.955, supp: 0.106, lift: 3.084, conv: 15.470)
{2, 17, 24} -> {20} (conf: 0.907, supp: 0.106, lift: 3.037, conv: 7.526)
{2, 20, 25} -> {17} (conf: 0.956, supp: 0.104, lift: 3.085, conv: 15.538)
{2, 17, 25} -> {20} (conf: 0.904, supp: 0.104, lift: 3.029, conv: 7.344)
{2, 20, 27} -> {17} (conf: 0.959, supp: 0.103, lift: 3.095, conv: 16.705)
{2, 17, 27} -> {20} (conf: 0.906, supp: 0.103, lift: 3.035, conv: 7.473)
{2, 17, 23} -> {21} (conf: 0.905, supp: 0.106, lift: 3.169, conv: 7.526)
{2, 17, 21} -> {23} (conf: 0.927, supp: 0.106, lift: 3.164, conv: 9.735)
{2, 17, 24} -> {21} (conf: 0.929, supp: 0.108, lift: 3.254, conv: 10.099)
{2, 17, 21} -> {24} (conf: 0.945, supp: 0.108, lift: 3.254, conv: 12.978)
{2, 17, 25} -> {21} (conf: 0.925, supp: 0.106, lift: 3.240, conv: 9.571)
{2, 17, 21} -> {25} (conf: 0.927, supp: 0.106, lift: 3.235, conv: 9.717)
{2, 17, 27} -> {21} (conf: 0.948, supp: 0.108, lift: 3.319, conv: 13.734)
{2, 17, 21} -> {27} (conf: 0.943, supp: 0.108, lift: 3.340, conv: 12.530)
{2, 17, 24} -> {23} (conf: 0.933, supp: 0.109, lift: 3.182, conv: 10.493)
{2, 17, 23} -> {24} (conf: 0.926, supp: 0.109, lift: 3.187, conv: 9.580)
{2, 17, 25} -> {23} (conf: 0.914, supp: 0.105, lift: 3.118, conv: 8.200)
{2, 17, 27} -> {23} (conf: 0.929, supp: 0.106, lift: 3.171, conv: 9.996)
{2, 17, 23} -> {27} (conf: 0.902, supp: 0.106, lift: 3.195, conv: 7.316)
{2, 17, 25} -> {24} (conf: 0.934, supp: 0.107, lift: 3.213, conv: 10.696)
{2, 17, 24} -> {25} (conf: 0.919, supp: 0.107, lift: 3.208, conv: 8.808)
{2, 17, 27} -> {24} (conf: 0.951, supp: 0.109, lift: 3.274, conv: 14.557)
{2, 17, 24} -> {27} (conf: 0.930, supp: 0.109, lift: 3.294, conv: 10.239)
{2, 17, 27} -> {25} (conf: 0.949, supp: 0.108, lift: 3.314, conv: 14.072)
{2, 17, 25} -> {27} (conf: 0.943, supp: 0.108, lift: 3.340, conv: 12.547)
{2, 20, 21} -> {18} (conf: 0.943, supp: 0.102, lift: 3.177, conv: 12.327)
{2, 18, 20} -> {21} (conf: 0.906, supp: 0.102, lift: 3.172, conv: 7.583)
{2, 20, 23} -> {18} (conf: 0.950, supp: 0.106, lift: 3.203, conv: 14.191)
{2, 18, 20} -> {23} (conf: 0.937, supp: 0.106, lift: 3.196, conv: 11.178)
{2, 20, 24} -> {18} (conf: 0.958, supp: 0.106, lift: 3.227, conv: 16.578)
{2, 18, 20} -> {24} (conf: 0.938, supp: 0.106, lift: 3.229, conv: 11.457)
{2, 20, 25} -> {18} (conf: 0.935, supp: 0.102, lift: 3.151, conv: 10.834)
{2, 20, 27} -> {18} (conf: 0.949, supp: 0.102, lift: 3.199, conv: 13.920)
{2, 18, 20} -> {27} (conf: 0.905, supp: 0.102, lift: 3.208, conv: 7.592)
{2, 21, 23} -> {18} (conf: 0.976, supp: 0.200, lift: 3.287, conv: 28.746)
{2, 18, 23} -> {21} (conf: 0.907, supp: 0.200, lift: 3.175, conv: 7.668)
{2, 18, 21} -> {23} (conf: 0.959, supp: 0.200, lift: 3.271, conv: 17.095)
{2, 21, 24} -> {18} (conf: 0.967, supp: 0.202, lift: 3.259, conv: 21.464)
{2, 18, 24} -> {21} (conf: 0.922, supp: 0.202, lift: 3.229, conv: 9.178)
{2, 18, 21} -> {24} (conf: 0.969, supp: 0.202, lift: 3.336, conv: 23.058)
{2, 21} -> {18, 24} (conf: 0.902, supp: 0.202, lift: 3.355, conv: 7.438)
{2, 21, 25} -> {18} (conf: 0.959, supp: 0.193, lift: 3.230, conv: 16.986)
{2, 18, 25} -> {21} (conf: 0.943, supp: 0.193, lift: 3.303, conv: 12.614)
{2, 18, 21} -> {25} (conf: 0.926, supp: 0.193, lift: 3.234, conv: 9.689)
{2, 21, 27} -> {18} (conf: 0.960, supp: 0.199, lift: 3.234, conv: 17.469)
{2, 18, 27} -> {21} (conf: 0.953, supp: 0.199, lift: 3.335, conv: 15.069)
{2, 18, 21} -> {27} (conf: 0.952, supp: 0.199, lift: 3.371, conv: 14.844)
{2, 23, 24} -> {18} (conf: 0.978, supp: 0.208, lift: 3.294, conv: 31.548)
{2, 18, 24} -> {23} (conf: 0.947, supp: 0.208, lift: 3.232, conv: 13.360)
{2, 18, 23} -> {24} (conf: 0.942, supp: 0.208, lift: 3.241, conv: 12.152)
{2, 24} -> {18, 23} (conf: 0.901, supp: 0.208, lift: 3.351, conv: 7.419)
{2, 23, 25} -> {18} (conf: 0.974, supp: 0.194, lift: 3.283, conv: 27.390)
{2, 18, 25} -> {23} (conf: 0.946, supp: 0.194, lift: 3.229, conv: 13.184)
{2, 23, 27} -> {18} (conf: 0.976, supp: 0.198, lift: 3.290, conv: 29.686)
{2, 18, 27} -> {23} (conf: 0.951, supp: 0.198, lift: 3.245, conv: 14.446)
{2, 24, 25} -> {18} (conf: 0.966, supp: 0.198, lift: 3.256, conv: 20.821)
{2, 18, 25} -> {24} (conf: 0.964, supp: 0.198, lift: 3.319, conv: 19.863)
{2, 18, 24} -> {25} (conf: 0.901, supp: 0.198, lift: 3.145, conv: 7.201)
{2, 24, 27} -> {18} (conf: 0.968, supp: 0.202, lift: 3.261, conv: 21.761)
{2, 18, 27} -> {24} (conf: 0.971, supp: 0.202, lift: 3.341, conv: 24.162)
{2, 18, 24} -> {27} (conf: 0.923, supp: 0.202, lift: 3.268, conv: 9.272)
{2, 27} -> {18, 24} (conf: 0.917, supp: 0.202, lift: 3.412, conv: 8.805)
{2, 25, 27} -> {18} (conf: 0.958, supp: 0.197, lift: 3.228, conv: 16.755)
{2, 18, 27} -> {25} (conf: 0.945, supp: 0.197, lift: 3.298, conv: 12.943)
{2, 18, 25} -> {27} (conf: 0.961, supp: 0.197, lift: 3.405, conv: 18.530)
{2, 20, 23} -> {21} (conf: 0.905, supp: 0.101, lift: 3.169, conv: 7.514)
{2, 20, 21} -> {23} (conf: 0.928, supp: 0.101, lift: 3.168, conv: 9.883)
{2, 20, 24} -> {21} (conf: 0.928, supp: 0.103, lift: 3.249, conv: 9.900)
{2, 20, 21} -> {24} (conf: 0.946, supp: 0.103, lift: 3.257, conv: 13.193)
{2, 20, 25} -> {21} (conf: 0.927, supp: 0.101, lift: 3.247, conv: 9.832)
